Location Type,City,Borough,num_calls
Club/Bar/Restaurant,NEW YORK,MANHATTAN,43
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,BAYSIDE,QUEENS,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,41
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,37
Club/Bar/Restaurant,NEW YORK,MANHATTAN,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,36
Club/Bar/Restaurant,SOUTH OZONE PARK,QUEENS,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,ASTORIA,QUEENS,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,86
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,KEW GARDENS,QUEENS,11
Club/Bar/Restaurant,OZONE PARK,QUEENS,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,75
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,48
Club/Bar/Restaurant,ASTORIA,QUEENS,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,52
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,SOUTH RICHMOND HILL,QUEENS,52
Club/Bar/Restaurant,BRONX,BRONX,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,31
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,52
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,ASTORIA,QUEENS,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,58
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,25
Club/Bar/Restaurant,BAYSIDE,QUEENS,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,53
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,51
Club/Bar/Restaurant,BRONX,BRONX,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,WHITESTONE,QUEENS,28
Club/Bar/Restaurant,JACKSON HEIGHTS,QUEENS,55
Club/Bar/Restaurant,BRONX,BRONX,18
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,39
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,BRONX,BRONX,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BRONX,BRONX,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,54
Club/Bar/Restaurant,ASTORIA,QUEENS,29
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,122
Club/Bar/Restaurant,SOUTH OZONE PARK,QUEENS,41
Club/Bar/Restaurant,ASTORIA,QUEENS,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,21
Club/Bar/Restaurant,NEW YORK,MANHATTAN,36
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,46
Club/Bar/Restaurant,NEW YORK,MANHATTAN,39
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,26
Club/Bar/Restaurant,SOUTH OZONE PARK,QUEENS,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,ASTORIA,QUEENS,21
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,32
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,JAMAICA,QUEENS,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,15
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,28
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,40
Club/Bar/Restaurant,NEW YORK,MANHATTAN,28
Club/Bar/Restaurant,BRONX,BRONX,26
Club/Bar/Restaurant,JACKSON HEIGHTS,QUEENS,42
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,26
Club/Bar/Restaurant,WOODSIDE,QUEENS,121
Club/Bar/Restaurant,NEW YORK,MANHATTAN,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,ELMHURST,QUEENS,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,112
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,NEW YORK,MANHATTAN,84
Club/Bar/Restaurant,NEW YORK,MANHATTAN,129
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,FOREST HILLS,QUEENS,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,60
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,196
Club/Bar/Restaurant,NEW YORK,MANHATTAN,129
Club/Bar/Restaurant,FLUSHING,QUEENS,47
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,45
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,ASTORIA,QUEENS,18
Club/Bar/Restaurant,BRONX,BRONX,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,38
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,ASTORIA,QUEENS,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,21
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,70
Club/Bar/Restaurant,WOODSIDE,QUEENS,47
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,ASTORIA,QUEENS,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,46
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,WOODSIDE,QUEENS,13
Club/Bar/Restaurant,ASTORIA,QUEENS,33
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BRONX,BRONX,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,81
Club/Bar/Restaurant,CORONA,QUEENS,17
Club/Bar/Restaurant,OZONE PARK,QUEENS,26
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,37
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,63
Club/Bar/Restaurant,NEW YORK,MANHATTAN,40
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,135
Club/Bar/Restaurant,BRONX,BRONX,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,CORONA,QUEENS,15
Club/Bar/Restaurant,ASTORIA,QUEENS,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,68
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,31
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,ASTORIA,QUEENS,136
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,110
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,30
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,38
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,65
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,73
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,43
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,45
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,39
Club/Bar/Restaurant,NEW YORK,MANHATTAN,32
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,24
Club/Bar/Restaurant,NEW YORK,MANHATTAN,28
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BRONX,BRONX,25
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,24
Club/Bar/Restaurant,EAST ELMHURST,QUEENS,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,38
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,49
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,ROCKAWAY PARK,QUEENS,130
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,28
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,ASTORIA,QUEENS,11
Club/Bar/Restaurant,ROCKAWAY PARK,QUEENS,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BAYSIDE,QUEENS,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,FAR ROCKAWAY,QUEENS,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BRONX,BRONX,27
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,ROCKAWAY PARK,QUEENS,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,82
Club/Bar/Restaurant,NEW YORK,MANHATTAN,28
Club/Bar/Restaurant,NEW YORK,MANHATTAN,46
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,59
Club/Bar/Restaurant,JACKSON HEIGHTS,QUEENS,31
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,64
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,61
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,40
Club/Bar/Restaurant,NEW YORK,MANHATTAN,192
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,80
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,63
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BRONX,BRONX,152
Club/Bar/Restaurant,NEW YORK,MANHATTAN,145
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,148
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,143
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,56
Club/Bar/Restaurant,BRONX,BRONX,56
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,BRONX,BRONX,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,35
Club/Bar/Restaurant,BRONX,BRONX,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,42
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,29
Club/Bar/Restaurant,NEW YORK,MANHATTAN,63
Club/Bar/Restaurant,NEW YORK,MANHATTAN,48
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,26
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,27
Club/Bar/Restaurant,BRONX,BRONX,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,57
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,37
Club/Bar/Restaurant,NEW YORK,MANHATTAN,49
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,77
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,64
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,SUNNYSIDE,QUEENS,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,128
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,ASTORIA,QUEENS,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,94
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,42
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,36
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,30
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,55
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,26
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,32
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,20
Club/Bar/Restaurant,BRONX,BRONX,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,21
Club/Bar/Restaurant,BRONX,BRONX,16
Club/Bar/Restaurant,ASTORIA,QUEENS,43
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,63
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,ASTORIA,QUEENS,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,30
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,22
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,34
Club/Bar/Restaurant,FLUSHING,QUEENS,23
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,52
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,BRONX,BRONX,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,28
Club/Bar/Restaurant,NEW YORK,MANHATTAN,25
Club/Bar/Restaurant,NEW YORK,MANHATTAN,47
Club/Bar/Restaurant,NEW YORK,MANHATTAN,23
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,28
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,21
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,38
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,65
Club/Bar/Restaurant,MASPETH,QUEENS,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,24
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,35
Club/Bar/Restaurant,BRONX,BRONX,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,13
Club/Bar/Restaurant,BRONX,BRONX,16
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,68
Club/Bar/Restaurant,NEW YORK,MANHATTAN,41
Club/Bar/Restaurant,BAYSIDE,QUEENS,21
Club/Bar/Restaurant,FAR ROCKAWAY,QUEENS,17
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,40
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,63
Club/Bar/Restaurant,BRONX,BRONX,13
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,15
Club/Bar/Restaurant,CORONA,QUEENS,29
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,26
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,LONG ISLAND CITY,QUEENS,30
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,21
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,ASTORIA,QUEENS,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,ELMHURST,QUEENS,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,27
Club/Bar/Restaurant,BRONX,BRONX,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,13
Club/Bar/Restaurant,STATEN ISLAND,STATEN ISLAND,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,ASTORIA,QUEENS,22
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,18
Club/Bar/Restaurant,NEW YORK,MANHATTAN,51
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,CAMBRIA HEIGHTS,QUEENS,17
Club/Bar/Restaurant,ASTORIA,QUEENS,15
Club/Bar/Restaurant,RIDGEWOOD,QUEENS,20
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,42
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,31
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,RICHMOND HILL,QUEENS,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,12
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,25
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,FLUSHING,QUEENS,11
Club/Bar/Restaurant,ASTORIA,QUEENS,13
Club/Bar/Restaurant,BRONX,BRONX,14
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,10
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,15
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,17
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,NEW YORK,MANHATTAN,69
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,11
Club/Bar/Restaurant,JACKSON HEIGHTS,QUEENS,10
Club/Bar/Restaurant,BRONX,BRONX,11
Club/Bar/Restaurant,BROOKLYN,Unspecified,12
Club/Bar/Restaurant,NEW YORK,Unspecified,14
Club/Bar/Restaurant,RIDGEWOOD,Unspecified,133
Club/Bar/Restaurant,CAMBRIA HEIGHTS,Unspecified,17
Club/Bar/Restaurant,NEW YORK,Unspecified,80
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,17
Club/Bar/Restaurant,ASTORIA,QUEENS,16
Club/Bar/Restaurant,NEW YORK,MANHATTAN,19
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,14
Club/Bar/Restaurant,NEW YORK,MANHATTAN,10
Club/Bar/Restaurant,ASTORIA,QUEENS,11
Club/Bar/Restaurant,BRONX,BRONX,12
Club/Bar/Restaurant,NEW YORK,MANHATTAN,11
Club/Bar/Restaurant,MASPETH,QUEENS,20
Club/Bar/Restaurant,NEW YORK,MANHATTAN,102
Club/Bar/Restaurant,NEW YORK,MANHATTAN,15
Club/Bar/Restaurant,NEW YORK,MANHATTAN,44
Club/Bar/Restaurant,BROOKLYN,BROOKLYN,16
Club/Bar/Restaurant,ASTORIA,QUEENS,17
Club/Bar/Restaurant,BRONX,BRONX,20
